origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
EWR,2017.0,1.0,1,20,,,,320.0,11.5078,13.242946083999998,,,10.0,2017-01-02 04:00:00
EWR,2017.0,1.0,1,21,,,,320.0,9.20624,10.594356867199998,,,10.0,2017-01-02 05:00:00
EWR,2017.0,1.0,1,22,,,,320.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-02 06:00:00
EWR,2017.0,1.0,1,23,,,,340.0,8.05546,9.2700622588,,,10.0,2017-01-02 07:00:00
EWR,2017.0,1.0,2,0,,,,20.0,3.4523399999999995,3.972883825199999,,,10.0,2017-01-02 08:00:00
EWR,2017.0,1.0,2,1,,,,50.0,4.60312,5.297178433599999,,,10.0,2017-01-02 09:00:00
EWR,2017.0,1.0,2,2,,,,30.0,4.60312,5.297178433599999,,,10.0,2017-01-02 10:00:00
EWR,2017.0,1.0,2,3,,,,10.0,4.60312,5.297178433599999,,,10.0,2017-01-02 11:00:00
EWR,2017.0,1.0,2,4,,,,20.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-02 12:00:00
EWR,2017.0,1.0,2,5,,,,20.0,3.4523399999999995,3.972883825199999,,,10.0,2017-01-02 13:00:00
EWR,2017.0,1.0,2,6,,,,20.0,5.7539,6.621473041999999,,,10.0,2017-01-02 14:00:00
EWR,2017.0,1.0,2,7,,,,30.0,3.4523399999999995,3.972883825199999,,,10.0,2017-01-02 15:00:00
EWR,2017.0,1.0,2,8,,,,30.0,8.05546,9.2700622588,,,10.0,2017-01-02 16:00:00
EWR,2017.0,1.0,2,9,,,,10.0,5.7539,6.621473041999999,,,10.0,2017-01-02 17:00:00
EWR,2017.0,1.0,2,10,,,,10.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-02 18:00:00
EWR,2017.0,1.0,2,11,,,,20.0,5.7539,6.621473041999999,,,10.0,2017-01-02 19:00:00
EWR,2017.0,1.0,2,12,,,,20.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-02 20:00:00
EWR,2017.0,1.0,2,13,,,,20.0,9.20624,10.594356867199998,,,9.0,2017-01-02 21:00:00
EWR,2017.0,1.0,2,14,,,,20.0,9.20624,10.594356867199998,,,10.0,2017-01-02 22:00:00
EWR,2017.0,1.0,2,15,,,,20.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-02 23:00:00
EWR,2017.0,1.0,2,16,,,,30.0,5.7539,6.621473041999999,,,9.0,2017-01-03 00:00:00
EWR,2017.0,1.0,2,17,,,,70.0,8.05546,9.2700622588,,,8.0,2017-01-03 01:00:00
EWR,2017.0,1.0,2,18,,,,60.0,6.904679999999999,7.945767650399998,,,8.0,2017-01-03 02:00:00
EWR,2017.0,1.0,2,19,,,,30.0,9.20624,10.594356867199998,,,5.0,2017-01-03 03:00:00
EWR,2017.0,1.0,2,20,,,,30.0,9.20624,10.594356867199998,,,5.0,2017-01-03 04:00:00
EWR,2017.0,1.0,2,21,,,,40.0,11.5078,13.242946083999998,,,2.5,2017-01-03 05:00:00
EWR,2017.0,1.0,2,22,,,,40.0,6.904679999999999,7.945767650399998,,,4.0,2017-01-03 06:00:00
EWR,2017.0,1.0,2,23,,,,30.0,10.357019999999999,11.918651475599997,,,3.0,2017-01-03 07:00:00
EWR,2017.0,1.0,3,0,,,,20.0,11.5078,13.242946083999998,0.01,,3.0,2017-01-03 08:00:00
EWR,2017.0,1.0,3,1,,,,20.0,11.5078,13.242946083999998,,,4.0,2017-01-03 09:00:00
EWR,2017.0,1.0,3,2,,,,40.0,11.5078,13.242946083999998,,,6.0,2017-01-03 10:00:00
EWR,2017.0,1.0,3,3,,,,,,,,,6.0,2017-01-03 11:00:00
EWR,2017.0,1.0,3,4,,,,30.0,12.658579999999999,14.567240692399997,,,2.5,2017-01-03 12:00:00
EWR,2017.0,1.0,3,5,,,,40.0,12.658579999999999,14.567240692399997,0.01,,3.0,2017-01-03 13:00:00
EWR,2017.0,1.0,3,6,,,,30.0,11.5078,13.242946083999998,,,5.0,2017-01-03 14:00:00
EWR,2017.0,1.0,3,7,,,,30.0,11.5078,13.242946083999998,,,4.0,2017-01-03 15:00:00
EWR,2017.0,1.0,3,8,,,,20.0,10.357019999999999,11.918651475599997,,,3.0,2017-01-03 16:00:00
EWR,2017.0,1.0,3,9,,,,20.0,12.658579999999999,14.567240692399997,,,3.0,2017-01-03 17:00:00
EWR,2017.0,1.0,3,10,,,,30.0,11.5078,13.242946083999998,0.01,,3.0,2017-01-03 18:00:00
EWR,2017.0,1.0,3,11,,,,30.0,14.960139999999999,17.215829909199996,,,4.0,2017-01-03 19:00:00
EWR,2017.0,1.0,3,12,,,,40.0,13.809359999999998,15.891535300799996,,,4.0,2017-01-03 20:00:00
EWR,2017.0,1.0,3,13,,,,40.0,19.56326,22.5130083428,,,4.0,2017-01-03 21:00:00
EWR,2017.0,1.0,3,14,,,,30.0,13.809359999999998,15.891535300799996,,,1.5,2017-01-03 22:00:00
EWR,2017.0,1.0,3,15,,,,40.0,11.5078,13.242946083999998,,,2.5,2017-01-03 23:00:00
EWR,2017.0,1.0,3,16,,,,30.0,13.809359999999998,15.891535300799996,0.01,,2.0,2017-01-04 00:00:00
EWR,2017.0,1.0,3,17,,,,30.0,12.658579999999999,14.567240692399997,,,4.0,2017-01-04 01:00:00
EWR,2017.0,1.0,3,18,,,,40.0,12.658579999999999,14.567240692399997,0.01,,3.0,2017-01-04 02:00:00
EWR,2017.0,1.0,3,19,,,,30.0,13.809359999999998,15.891535300799996,,,7.0,2017-01-04 03:00:00
EWR,2017.0,1.0,3,20,,,,40.0,13.809359999999998,15.891535300799996,,,1.75,2017-01-04 04:00:00
EWR,2017.0,1.0,3,21,,,,30.0,13.809359999999998,15.891535300799996,0.04,,1.5,2017-01-04 05:00:00
EWR,2017.0,1.0,3,22,,,,30.0,13.809359999999998,15.891535300799996,,,10.0,2017-01-04 06:00:00
EWR,2017.0,1.0,3,23,,,,30.0,14.960139999999999,17.215829909199996,0.01,,2.0,2017-01-04 07:00:00
EWR,2017.0,1.0,4,0,,,,10.0,10.357019999999999,11.918651475599997,0.01,,2.0,2017-01-04 08:00:00
EWR,2017.0,1.0,4,1,,,,20.0,12.658579999999999,14.567240692399997,,,2.5,2017-01-04 09:00:00
EWR,2017.0,1.0,4,2,,,,10.0,8.05546,9.2700622588,,,2.5,2017-01-04 10:00:00
EWR,2017.0,1.0,4,3,,,,330.0,9.20624,10.594356867199998,,,3.0,2017-01-04 11:00:00
EWR,2017.0,1.0,4,4,,,,330.0,6.904679999999999,7.945767650399998,,,6.0,2017-01-04 12:00:00
EWR,2017.0,1.0,4,5,,,,270.0,6.904679999999999,7.945767650399998,,,8.0,2017-01-04 13:00:00
EWR,2017.0,1.0,4,6,,,,290.0,6.904679999999999,7.945767650399998,,,9.0,2017-01-04 14:00:00
EWR,2017.0,1.0,4,7,,,,260.0,5.7539,6.621473041999999,,,10.0,2017-01-04 15:00:00
EWR,2017.0,1.0,4,8,,,,250.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-04 16:00:00
EWR,2017.0,1.0,4,9,,,,230.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-04 17:00:00
EWR,2017.0,1.0,4,10,,,,230.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-04 18:00:00
EWR,2017.0,1.0,4,11,,,,220.0,9.20624,10.594356867199998,,,8.0,2017-01-04 19:00:00
EWR,2017.0,1.0,4,12,,,,230.0,9.20624,10.594356867199998,,,6.0,2017-01-04 20:00:00
EWR,2017.0,1.0,4,13,,,,230.0,10.357019999999999,11.918651475599997,,,6.0,2017-01-04 21:00:00
EWR,2017.0,1.0,4,14,,,,230.0,12.658579999999999,14.567240692399997,,,7.0,2017-01-04 22:00:00
EWR,2017.0,1.0,4,15,,,,260.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-04 23:00:00
EWR,2017.0,1.0,4,16,,,,230.0,11.5078,13.242946083999998,,,10.0,2017-01-05 00:00:00
EWR,2017.0,1.0,4,17,,,,250.0,13.809359999999998,15.891535300799996,,,10.0,2017-01-05 01:00:00
EWR,2017.0,1.0,4,18,,,,,,,,,10.0,2017-01-05 02:00:00
EWR,2017.0,1.0,4,19,,,,270.0,21.864819999999998,25.161597559599997,,,10.0,2017-01-05 03:00:00
EWR,2017.0,1.0,4,20,,,,260.0,18.41248,21.188713734399997,,,10.0,2017-01-05 04:00:00
EWR,2017.0,1.0,4,21,,,,270.0,23.0156,26.485892167999996,,,10.0,2017-01-05 05:00:00
EWR,2017.0,1.0,4,22,,,,270.0,19.56326,22.5130083428,,,10.0,2017-01-05 06:00:00
EWR,2017.0,1.0,4,23,,,,250.0,16.11092,18.5401245176,,,10.0,2017-01-05 07:00:00
EWR,2017.0,1.0,5,0,,,,260.0,17.261699999999998,19.864419125999994,,,10.0,2017-01-05 08:00:00
EWR,2017.0,1.0,5,1,,,,260.0,20.714039999999997,23.837302951199995,,,10.0,2017-01-05 09:00:00
EWR,2017.0,1.0,5,2,,,,250.0,24.166379999999997,27.810186776399995,,,10.0,2017-01-05 10:00:00
EWR,2017.0,1.0,5,3,,,,260.0,23.0156,26.485892167999996,,,10.0,2017-01-05 11:00:00
EWR,2017.0,1.0,5,4,,,,,,,,,10.0,2017-01-05 12:00:00
EWR,2017.0,1.0,5,5,,,,,,,,,10.0,2017-01-05 13:00:00
EWR,2017.0,1.0,5,6,,,,260.0,16.11092,18.5401245176,,,10.0,2017-01-05 14:00:00
EWR,2017.0,1.0,5,7,,,,260.0,17.261699999999998,19.864419125999994,,,10.0,2017-01-05 15:00:00
EWR,2017.0,1.0,5,8,,,,260.0,18.41248,21.188713734399997,,,10.0,2017-01-05 16:00:00
EWR,2017.0,1.0,5,9,,,,,,,,,10.0,2017-01-05 17:00:00
EWR,2017.0,1.0,5,10,,,,250.0,14.960139999999999,17.215829909199996,,,10.0,2017-01-05 18:00:00
EWR,2017.0,1.0,5,11,,,,240.0,13.809359999999998,15.891535300799996,,,10.0,2017-01-05 19:00:00
EWR,2017.0,1.0,5,12,,,,240.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-05 20:00:00
EWR,2017.0,1.0,5,13,,,,270.0,11.5078,13.242946083999998,,,10.0,2017-01-05 21:00:00
EWR,2017.0,1.0,5,14,,,,250.0,16.11092,18.5401245176,,,10.0,2017-01-05 22:00:00
EWR,2017.0,1.0,5,15,,,,270.0,19.56326,22.5130083428,,,10.0,2017-01-05 23:00:00
EWR,2017.0,1.0,5,16,,,,270.0,13.809359999999998,15.891535300799996,,,10.0,2017-01-06 00:00:00
EWR,2017.0,1.0,5,17,,,,280.0,11.5078,13.242946083999998,,,10.0,2017-01-06 01:00:00
EWR,2017.0,1.0,5,18,,,,260.0,14.960139999999999,17.215829909199996,,,10.0,2017-01-06 02:00:00
EWR,2017.0,1.0,5,19,,,,260.0,13.809359999999998,15.891535300799996,,,10.0,2017-01-06 03:00:00
EWR,2017.0,1.0,5,20,,,,250.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-06 04:00:00
EWR,2017.0,1.0,5,21,,,,230.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-06 05:00:00
EWR,2017.0,1.0,5,22,,,,240.0,9.20624,10.594356867199998,,,10.0,2017-01-06 06:00:00
EWR,2017.0,1.0,5,23,,,,230.0,8.05546,9.2700622588,,,10.0,2017-01-06 07:00:00
EWR,2017.0,1.0,6,0,,,,220.0,8.05546,9.2700622588,,,10.0,2017-01-06 08:00:00
EWR,2017.0,1.0,6,1,,,,240.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-06 09:00:00
EWR,2017.0,1.0,6,2,,,,240.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-06 10:00:00
EWR,2017.0,1.0,6,3,,,,260.0,9.20624,10.594356867199998,,,10.0,2017-01-06 11:00:00
EWR,2017.0,1.0,6,4,,,,220.0,8.05546,9.2700622588,,,10.0,2017-01-06 12:00:00
EWR,2017.0,1.0,6,5,,,,210.0,9.20624,10.594356867199998,,,9.0,2017-01-06 13:00:00
EWR,2017.0,1.0,6,6,,,,280.0,5.7539,6.621473041999999,,,1.5,2017-01-06 14:00:00
EWR,2017.0,1.0,6,7,,,,310.0,4.60312,5.297178433599999,,,1.5,2017-01-06 15:00:00
EWR,2017.0,1.0,6,8,,,,0.0,0.0,0.0,,,2.5,2017-01-06 16:00:00
EWR,2017.0,1.0,6,9,,,,20.0,3.4523399999999995,3.972883825199999,,,8.0,2017-01-06 17:00:00
EWR,2017.0,1.0,6,10,,,,360.0,6.904679999999999,7.945767650399998,,,6.0,2017-01-06 18:00:00
EWR,2017.0,1.0,6,11,,,,360.0,9.20624,10.594356867199998,,,10.0,2017-01-06 19:00:00
EWR,2017.0,1.0,6,12,,,,360.0,10.357019999999999,11.918651475599997,,,6.0,2017-01-06 20:00:00
EWR,2017.0,1.0,6,13,,,,10.0,6.904679999999999,7.945767650399998,,,9.0,2017-01-06 21:00:00
EWR,2017.0,1.0,6,14,,,,340.0,9.20624,10.594356867199998,,,10.0,2017-01-06 22:00:00
EWR,2017.0,1.0,6,15,,,,310.0,9.20624,10.594356867199998,,,10.0,2017-01-06 23:00:00
EWR,2017.0,1.0,6,16,,,,320.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-07 00:00:00
EWR,2017.0,1.0,6,17,,,,320.0,8.05546,9.2700622588,,,10.0,2017-01-07 01:00:00
EWR,2017.0,1.0,6,18,,,,300.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-07 02:00:00
EWR,2017.0,1.0,6,19,,,,310.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-07 03:00:00
EWR,2017.0,1.0,6,20,,,,280.0,14.960139999999999,17.215829909199996,,,10.0,2017-01-07 04:00:00
EWR,2017.0,1.0,6,21,,,,310.0,9.20624,10.594356867199998,,,10.0,2017-01-07 05:00:00
EWR,2017.0,1.0,6,22,,,,320.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-07 06:00:00
EWR,2017.0,1.0,6,23,,,,320.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-07 07:00:00
EWR,2017.0,1.0,7,0,,,,320.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-07 08:00:00
EWR,2017.0,1.0,7,1,,,,340.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-07 09:00:00
EWR,2017.0,1.0,7,2,,,,330.0,11.5078,13.242946083999998,,,10.0,2017-01-07 10:00:00
EWR,2017.0,1.0,7,3,,,,350.0,9.20624,10.594356867199998,,,10.0,2017-01-07 11:00:00
EWR,2017.0,1.0,7,4,,,,340.0,14.960139999999999,17.215829909199996,,,10.0,2017-01-07 12:00:00
EWR,2017.0,1.0,7,5,,,,360.0,11.5078,13.242946083999998,,,10.0,2017-01-07 13:00:00
EWR,2017.0,1.0,7,6,,,,350.0,13.809359999999998,15.891535300799996,,,10.0,2017-01-07 14:00:00
EWR,2017.0,1.0,7,7,,,,10.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-07 15:00:00
EWR,2017.0,1.0,7,8,,,,10.0,9.20624,10.594356867199998,,,10.0,2017-01-07 16:00:00
EWR,2017.0,1.0,7,9,,,,20.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-07 17:00:00
EWR,2017.0,1.0,7,10,,,,20.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-07 18:00:00
EWR,2017.0,1.0,7,11,,,,20.0,13.809359999999998,15.891535300799996,,,10.0,2017-01-07 19:00:00
EWR,2017.0,1.0,7,12,,,,10.0,11.5078,13.242946083999998,,,10.0,2017-01-07 20:00:00
EWR,2017.0,1.0,7,13,,,,,,,,,10.0,2017-01-07 21:00:00
EWR,2017.0,1.0,7,14,,,,40.0,13.809359999999998,15.891535300799996,,,8.0,2017-01-07 22:00:00
EWR,2017.0,1.0,7,15,,,,10.0,12.658579999999999,14.567240692399997,,,1.25,2017-01-07 23:00:00
EWR,2017.0,1.0,7,16,,,,10.0,12.658579999999999,14.567240692399997,,,0.5,2017-01-08 00:00:00
EWR,2017.0,1.0,7,17,,,,360.0,12.658579999999999,14.567240692399997,0.01,,0.75,2017-01-08 01:00:00
EWR,2017.0,1.0,7,18,,,,350.0,12.658579999999999,14.567240692399997,,,0.75,2017-01-08 02:00:00
EWR,2017.0,1.0,7,19,,,,350.0,17.261699999999998,19.864419125999994,0.01,,0.75,2017-01-08 03:00:00
EWR,2017.0,1.0,7,20,,,,350.0,13.809359999999998,15.891535300799996,0.01,,0.5,2017-01-08 04:00:00
EWR,2017.0,1.0,7,21,,,,330.0,14.960139999999999,17.215829909199996,0.02,,0.75,2017-01-08 05:00:00
EWR,2017.0,1.0,7,22,,,,350.0,16.11092,18.5401245176,0.01,,1.25,2017-01-08 06:00:00
EWR,2017.0,1.0,7,23,,,,350.0,17.261699999999998,19.864419125999994,,,1.25,2017-01-08 07:00:00
EWR,2017.0,1.0,8,0,,,,340.0,16.11092,18.5401245176,,,1.5,2017-01-08 08:00:00
EWR,2017.0,1.0,8,1,,,,340.0,13.809359999999998,15.891535300799996,,,2.0,2017-01-08 09:00:00
EWR,2017.0,1.0,8,2,,,,320.0,11.5078,13.242946083999998,,,5.0,2017-01-08 10:00:00
EWR,2017.0,1.0,8,3,,,,330.0,13.809359999999998,15.891535300799996,,,10.0,2017-01-08 11:00:00
EWR,2017.0,1.0,8,4,,,,320.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-08 12:00:00
EWR,2017.0,1.0,8,5,,,,310.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-08 13:00:00
EWR,2017.0,1.0,8,6,,,,310.0,11.5078,13.242946083999998,,,10.0,2017-01-08 14:00:00
EWR,2017.0,1.0,8,7,,,,300.0,8.05546,9.2700622588,,,10.0,2017-01-08 15:00:00
EWR,2017.0,1.0,8,8,,,,310.0,9.20624,10.594356867199998,,,10.0,2017-01-08 16:00:00
EWR,2017.0,1.0,8,9,,,,300.0,11.5078,13.242946083999998,,,10.0,2017-01-08 17:00:00
EWR,2017.0,1.0,8,10,,,,290.0,5.7539,6.621473041999999,,,10.0,2017-01-08 18:00:00
EWR,2017.0,1.0,8,11,,,,270.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-08 19:00:00
EWR,2017.0,1.0,8,12,,,,260.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-08 20:00:00
EWR,2017.0,1.0,8,13,,,,270.0,14.960139999999999,17.215829909199996,,,10.0,2017-01-08 21:00:00
EWR,2017.0,1.0,8,14,,,,280.0,19.56326,22.5130083428,,,10.0,2017-01-08 22:00:00
EWR,2017.0,1.0,8,15,,,,280.0,17.261699999999998,19.864419125999994,,,10.0,2017-01-08 23:00:00
EWR,2017.0,1.0,8,16,,,,280.0,18.41248,21.188713734399997,,,10.0,2017-01-09 00:00:00
EWR,2017.0,1.0,8,17,,,,,,,,,10.0,2017-01-09 01:00:00
EWR,2017.0,1.0,8,18,,,,280.0,24.166379999999997,27.810186776399995,,,10.0,2017-01-09 02:00:00
EWR,2017.0,1.0,8,19,,,,300.0,18.41248,21.188713734399997,,,10.0,2017-01-09 03:00:00
EWR,2017.0,1.0,8,20,,,,290.0,16.11092,18.5401245176,,,10.0,2017-01-09 04:00:00
EWR,2017.0,1.0,8,21,,,,280.0,19.56326,22.5130083428,,,10.0,2017-01-09 05:00:00
EWR,2017.0,1.0,8,22,,,,,,,,,10.0,2017-01-09 06:00:00
EWR,2017.0,1.0,8,23,,,,280.0,17.261699999999998,19.864419125999994,,,10.0,2017-01-09 07:00:00
EWR,2017.0,1.0,9,0,,,,280.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-09 08:00:00
EWR,2017.0,1.0,9,1,,,,310.0,11.5078,13.242946083999998,,,10.0,2017-01-09 09:00:00
EWR,2017.0,1.0,9,2,,,,,,,,,10.0,2017-01-09 10:00:00
EWR,2017.0,1.0,9,3,,,,290.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-09 11:00:00
EWR,2017.0,1.0,9,4,,,,300.0,12.658579999999999,14.567240692399997,,,10.0,2017-01-09 12:00:00
EWR,2017.0,1.0,9,5,,,,300.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-09 13:00:00
EWR,2017.0,1.0,9,6,,,,280.0,11.5078,13.242946083999998,,,10.0,2017-01-09 14:00:00
EWR,2017.0,1.0,9,7,,,,290.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-09 15:00:00
EWR,2017.0,1.0,9,8,,,,280.0,9.20624,10.594356867199998,,,10.0,2017-01-09 16:00:00
EWR,2017.0,1.0,9,9,,,,280.0,9.20624,10.594356867199998,,,10.0,2017-01-09 17:00:00
EWR,2017.0,1.0,9,10,,,,250.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-09 18:00:00
EWR,2017.0,1.0,9,11,,,,250.0,4.60312,5.297178433599999,,,10.0,2017-01-09 19:00:00
EWR,2017.0,1.0,9,12,,,,260.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-09 20:00:00
EWR,2017.0,1.0,9,13,,,,250.0,5.7539,6.621473041999999,,,10.0,2017-01-09 21:00:00
EWR,2017.0,1.0,9,14,,,,270.0,5.7539,6.621473041999999,,,10.0,2017-01-09 22:00:00
EWR,2017.0,1.0,9,15,,,,250.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-09 23:00:00
EWR,2017.0,1.0,9,16,,,,240.0,3.4523399999999995,3.972883825199999,,,10.0,2017-01-10 00:00:00
EWR,2017.0,1.0,9,17,,,,200.0,4.60312,5.297178433599999,,,10.0,2017-01-10 01:00:00
EWR,2017.0,1.0,9,18,,,,240.0,5.7539,6.621473041999999,,,10.0,2017-01-10 02:00:00
EWR,2017.0,1.0,9,19,,,,220.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-10 03:00:00
EWR,2017.0,1.0,9,20,,,,220.0,4.60312,5.297178433599999,,,10.0,2017-01-10 04:00:00
EWR,2017.0,1.0,9,21,,,,180.0,9.20624,10.594356867199998,,,10.0,2017-01-10 05:00:00
EWR,2017.0,1.0,9,22,,,,190.0,8.05546,9.2700622588,,,10.0,2017-01-10 06:00:00
EWR,2017.0,1.0,9,23,,,,180.0,10.357019999999999,11.918651475599997,,,10.0,2017-01-10 07:00:00
EWR,2017.0,1.0,10,0,,,,190.0,5.7539,6.621473041999999,,,10.0,2017-01-10 08:00:00
EWR,2017.0,1.0,10,1,,,,210.0,5.7539,6.621473041999999,,,10.0,2017-01-10 09:00:00
EWR,2017.0,1.0,10,2,,,,200.0,11.5078,13.242946083999998,,,10.0,2017-01-10 10:00:00
EWR,2017.0,1.0,10,3,,,,200.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-10 11:00:00
EWR,2017.0,1.0,10,4,,,,200.0,4.60312,5.297178433599999,,,10.0,2017-01-10 12:00:00
EWR,2017.0,1.0,10,5,,,,220.0,9.20624,10.594356867199998,,,10.0,2017-01-10 13:00:00
EWR,2017.0,1.0,10,6,,,,210.0,9.20624,10.594356867199998,,,10.0,2017-01-10 14:00:00
EWR,2017.0,1.0,10,7,,,,200.0,3.4523399999999995,3.972883825199999,,,10.0,2017-01-10 15:00:00
EWR,2017.0,1.0,10,8,,,,0.0,0.0,0.0,,,10.0,2017-01-10 16:00:00
EWR,2017.0,1.0,10,9,,,,0.0,0.0,0.0,,,10.0,2017-01-10 17:00:00
EWR,2017.0,1.0,10,10,,,,0.0,0.0,0.0,,,10.0,2017-01-10 18:00:00
EWR,2017.0,1.0,10,11,,,,0.0,0.0,0.0,,,10.0,2017-01-10 19:00:00
EWR,2017.0,1.0,10,12,,,,0.0,0.0,0.0,,,10.0,2017-01-10 20:00:00
EWR,2017.0,1.0,10,13,,,,0.0,0.0,0.0,,,10.0,2017-01-10 21:00:00
EWR,2017.0,1.0,10,14,,,,0.0,0.0,0.0,,,10.0,2017-01-10 22:00:00
EWR,2017.0,1.0,10,15,,,,160.0,5.7539,6.621473041999999,,,10.0,2017-01-10 23:00:00
EWR,2017.0,1.0,10,16,,,,160.0,5.7539,6.621473041999999,,,10.0,2017-01-11 00:00:00
EWR,2017.0,1.0,10,17,,,,200.0,8.05546,9.2700622588,,,10.0,2017-01-11 01:00:00
EWR,2017.0,1.0,10,18,,,,160.0,3.4523399999999995,3.972883825199999,,,10.0,2017-01-11 02:00:00
EWR,2017.0,1.0,10,19,,,,150.0,6.904679999999999,7.945767650399998,,,10.0,2017-01-11 03:00:00
EWR,2017.0,1.0,10,20,,,,0.0,0.0,0.0,,,10.0,2017-01-11 04:00:00
EWR,2017.0,1.0,10,21,,,,140.0,5.7539,6.621473041999999,,,10.0,2017-01-11 05:00:00
EWR,2017.0,1.0,10,22,,,,150.0,4.60312,5.297178433599999,,,10.0,2017-01-11 06:00:00
EWR,2017.0,1.0,10,23,,,,140.0,4.60312,5.297178433599999,,,10.0,2017-01-11 07:00:00
EWR,2017.0,1.0,11,0,,,,160.0,5.7539,6.621473041999999,,,10.0,2017-01-11 08:00:00
EWR,2017.0,1.0,11,1,,,,160.0,6.904679999999999,7.945767650399998,,,9.0,2017-01-11 09:00:00
EWR,2017.0,1.0,11,2,,,,170.0,5.7539,6.621473041999999,,,10.0,2017-01-11 10:00:00
EWR,2017.0,1.0,11,3,,,,170.0,9.20624,10.594356867199998,,,10.0,2017-01-11 11:00:00
EWR,2017.0,1.0,11,4,,,,170.0,11.5078,13.242946083999998,,,10.0,2017-01-11 12:00:00
